"Date","Price","Open","High","Low","Vol.","Change %"
"04/27/2021","8.8909","8.8990","8.9187","8.8869","66.24K","-0.06%"
"04/26/2021","8.8965","8.8895","8.9152","8.8778","76.97K","-0.02%"
"04/23/2021","8.8985","8.9236","8.9354","8.8830","125.32K","-0.32%"
"04/22/2021","8.9267","8.9197","8.9434","8.8982","180.38K","0.10%"
"04/21/2021","8.9178","8.9210","8.9440","8.9103","127.26K","-0.01%"
"04/20/2021","8.9185","8.9184","8.9323","8.8875","108.45K","0.03%"
"04/19/2021","8.9162","8.9095","8.9326","8.9007","57.30K","-0.18%"
"04/16/2021","8.9325","8.9367","8.9506","8.9191","96.10K","0.08%"
"04/15/2021","8.9256","8.9285","8.9505","8.9158","111.62K","0.00%"
"04/14/2021","8.9252","8.9396","8.9593","8.9214","124.29K","-0.13%"
"04/13/2021","8.9368","8.9619","8.9797","8.9348","107.45K","-0.20%"
"04/12/2021","8.9550","8.9699","8.9834","8.9405","31.10K","-0.10%"
"04/09/2021","8.9640","8.9578","8.9900","8.9490","90.47K","0.07%"
"04/08/2021","8.9575","8.9985","9.0105","8.9483","71.07K","-0.43%"
"04/07/2021","8.9960","8.9990","9.0190","8.9760","118.33K","-0.11%"
"04/06/2021","9.0060","9.0460","9.0541","8.9952","166.68K","-0.37%"
"04/05/2021","9.0391","9.0592","9.0806","9.0315","68.20K","-0.21%"
"04/02/2021","9.0579","9.0467","9.0717","9.0254","110.37K","0.20%"
"04/01/2021","9.0398","9.0718","9.0800","9.0312","182.33K","-0.24%"
"03/31/2021","9.0616","9.0720","9.0850","9.0407","178.15K","-0.04%"
"03/30/2021","9.0651","9.0605","9.0824","9.0409","79.42K","0.13%"
"03/29/2021","9.0537","9.0369","9.0754","9.0160","60.39K","0.07%"
"03/26/2021","9.0472","9.0671","9.0738","9.0378","116.88K","-0.19%"
"03/25/2021","9.0647","9.0243","9.0750","9.0157","103.24K","0.44%"
"03/24/2021","9.0250","8.9991","9.0435","8.9843","44.61K","0.40%"
"03/23/2021","8.9890","8.9615","9.0063","8.9442","106.47K","0.49%"
"03/22/2021","8.9448","8.9806","8.9906","8.9467","24.80K","-0.32%"
"03/19/2021","8.9739","8.9994","9.0099","8.9648","66.41K","-0.26%"
"03/18/2021","8.9969","8.9762","9.0113","8.9596","112.19K","0.31%"
"03/17/2021","8.9694","9.0077","9.0214","8.9620","134.34K","-0.40%"
"03/16/2021","9.0054","8.9956","9.0226","8.9740","95.45K","0.14%"
"03/15/2021","8.9931","8.9932","9.0131","8.9806","123.56K","0.00%"
"03/12/2021","8.9929","8.9818","9.0230","8.9579","47.89K","0.15%"
"03/11/2021","8.9793","9.0113","9.0241","8.9711","78.98K","-0.33%"
"03/10/2021","9.0088","9.0225","9.0465","9.0007","57.92K","-0.12%"
"03/09/2021","9.0196","9.0477","9.0614","9.0098","56.18K","-0.32%"
"03/08/2021","9.0482","9.0191","9.0581","9.0008","46.12K","0.44%"
"03/05/2021","9.0089","8.9798","9.0287","8.9670","110.75K","0.33%"
"03/04/2021","8.9795","8.9312","8.9932","8.9202","87.00K","0.62%"
"03/03/2021","8.9245","8.9199","8.9515","8.9004","113.38K","0.22%"
"03/02/2021","8.9052","8.9393","8.9701","8.9037","85.71K","-0.39%"
"03/01/2021","8.9398","8.9315","8.9686","8.9262","100.06K","0.15%"
"02/26/2021","8.9267","8.9111","8.9568","8.8837","104.10K","0.43%"
"02/25/2021","8.8884","8.9114","8.9258","8.8693","136.91K","-0.23%"
"02/24/2021","8.9090","8.9096","8.9461","8.8933","113.66K","0.03%"
"02/23/2021","8.9064","8.9043","8.9209","8.8769","115.25K","0.09%"
"02/22/2021","8.8987","8.9120","8.9450","8.8808","69.82K","0.03%"
"02/19/2021","8.8963","8.9181","8.9276","8.8912","108.32K","-0.19%"
"02/18/2021","8.9132","8.9575","8.9616","8.9081","106.41K","-0.42%"
"02/17/2021","8.9508","8.9403","8.9727","8.9295","107.22K","0.13%"
"02/16/2021","8.9394","8.9302","8.9537","8.9031","94.89K","0.18%"
"02/15/2021","8.9234","8.9460","8.9547","8.9089","70.12K","-0.26%"
"02/12/2021","8.9469","8.9391","8.9797","8.9255","84.79K","0.16%"
"02/11/2021","8.9324","8.9403","8.9486","8.9196","93.11K","0.06%"
"02/10/2021","8.9268","8.9294","8.9417","8.9075","57.09K","0.05%"
"02/09/2021","8.9227","8.9525","8.9657","8.9142","121.73K","-0.29%"
"02/08/2021","8.9489","8.9835","8.9931","8.9443","72.38K","-0.22%"
"02/05/2021","8.9687","9.0135","9.0288","8.9747","77.95K","-0.53%"
"02/04/2021","9.0163","8.9853","9.0248","8.9728","65.42K","0.37%"
"02/03/2021","8.9828","8.9899","9.0038","8.9670","85.01K","-0.05%"
"02/02/2021","8.9874","8.9819","8.9981","8.9483","102.31K","0.14%"
"02/01/2021","8.9750","8.9597","8.9881","8.9349","79.50K","0.43%"
"01/29/2021","8.9364","8.9682","8.9843","8.9317","111.80K","-0.24%"
"01/28/2021","8.9575","8.9634","8.9993","8.9482","148.73K","-0.04%"
"01/27/2021","8.9610","8.9628","8.9958","8.9425","103.13K","0.06%"
"01/26/2021","8.9560","8.9736","8.9907","8.9444","84.53K","-0.17%"
"01/25/2021","8.9711","8.9258","8.9895","8.9170","49.11K","0.61%"
"01/22/2021","8.9163","8.9352","8.9497","8.9173","94.19K","-0.14%"
"01/21/2021","8.9284","8.9681","8.9755","8.9241","101.64K","-0.37%"
"01/20/2021","8.9613","8.9275","8.9886","8.9027","98.24K","0.45%"
"01/19/2021","8.9208","8.9503","8.9574","8.9133","91.61K","-0.25%"
"01/18/2021","8.9435","8.9339","8.9708","8.9178","116.27K","0.14%"
"01/15/2021","8.9312","8.8695","8.9387","8.8560","58.90K","0.68%"
"01/14/2021","8.8706","8.8726","8.8949","8.8511","74.49K","0.05%"
"01/13/2021","8.8659","8.8301","8.8831","8.8075","65.16K","0.44%"
"01/12/2021","8.8273","8.8085","8.8671","8.7944","63.29K","0.29%"
"01/11/2021","8.8018","8.8190","8.8218","8.8088","0.05K","-0.20%"
"01/08/2021","8.8192","8.8131","8.8505","8.7937","105.29K","0.15%"
"01/07/2021","8.8062","8.7906","8.8298","8.7788","102.89K","0.26%"
"01/06/2021","8.7837","8.8229","8.8342","8.7765","104.34K","-0.26%"
"01/05/2021","8.8063","8.8705","8.8745","8.8100","101.36K","-0.64%"
"01/04/2021","8.8628","8.9091","8.9091","8.8337","57.36K","-0.44%"
"01/01/2021","8.9023","8.9085","8.9184","8.9000","","0.01%"
"12/31/2020","8.9017","8.8993","8.9209","8.8624","105.88K","0.10%"
"12/30/2020","8.8925","8.9268","8.9385","8.8848","107.14K","-0.27%"
"12/29/2020","8.9167","8.9523","8.9567","8.9106","108.81K","-0.27%"
"12/28/2020","8.9405","8.9568","8.9706","8.9186","94.78K","-0.15%"
"12/25/2020","8.9543","8.9680","8.9887","8.9476","53.36K","-0.08%"
"12/24/2020","8.9614","8.9787","8.9922","8.9543","93.92K","-0.12%"
"12/23/2020","8.9721","8.9952","9.0068","8.9635","83.80K","-0.17%"
"12/22/2020","8.9878","8.9553","9.0063","8.9401","53.56K","0.40%"
"12/21/2020","8.9522","8.8899","9.0135","8.8804","49.24K","0.82%"
"12/18/2020","8.8792","8.8844","8.9277","8.8730","113.24K","-0.05%"
"12/17/2020","8.8840","8.9081","8.9199","8.8715","114.07K","-0.24%"
"12/16/2020","8.9053","8.9553","8.9644","8.8965","91.67K","-0.48%"
"12/15/2020","8.9480","8.9691","8.9824","8.9343","150.11K","-0.20%"
"12/14/2020","8.9663","8.9896","8.9947","8.9480","128.44K","-0.24%"
"12/11/2020","8.9883","8.9787","9.0021","8.9576","87.24K","0.13%"
"12/10/2020","8.9762","9.0071","9.0152","8.9603","85.78K","-0.32%"
"12/09/2020","9.0051","8.9986","9.0238","8.9661","145.60K","0.10%"
"12/08/2020","8.9962","9.0014","9.0135","8.9756","147.32K","-0.03%"
"12/07/2020","8.9986","8.9852","9.0220","8.9703","91.33K","0.19%"
"12/04/2020","8.9812","8.9884","8.9980","8.9662","38.12K","-0.03%"
"12/03/2020","8.9840","9.0242","9.0268","8.9748","55.83K","-0.37%"
"12/02/2020","9.0175","9.0345","9.0536","9.0075","51.13K","-0.16%"
"12/01/2020","9.0320","9.1069","9.1069","9.0269","75.41K","-0.75%"
"11/30/2020","9.1002","9.0739","9.1083","9.0562","96.87K","0.46%"
"11/27/2020","9.0582","9.0905","9.0978","9.0651","64.50K","-0.32%"
"11/26/2020","9.0875","9.0900","9.1081","9.0723","66.97K","0.00%"
"11/25/2020","9.0877","9.0991","9.1109","9.0747","60.64K","-0.10%"
"11/24/2020","9.0966","9.1249","9.1336","9.0835","86.87K","-0.28%"
"11/23/2020","9.1224","9.1106","9.1468","9.0892","42.38K","0.14%"
"11/20/2020","9.1098","9.1177","9.1300","9.0951","124.50K","-0.01%"
"11/19/2020","9.1109","9.1241","9.1483","9.0982","41.81K","-0.04%"
"11/18/2020","9.1143","9.1236","9.1319","9.0984","31.81K","-0.04%"
"11/17/2020","9.1184","9.1285","9.1423","9.1033","73.39K","-0.14%"
"11/16/2020","9.1311","9.1352","9.1575","9.1114","77.32K","-0.06%"
"11/13/2020","9.1363","9.1565","9.1662","9.1286","52.14K","-0.19%"
"11/12/2020","9.1539","9.1707","9.1860","9.1408","87.09K","-0.14%"
"11/11/2020","9.1669","9.1513","9.1916","9.1371","98.61K","0.20%"
"11/10/2020","9.1488","9.1545","9.1701","9.1265","128.79K","-0.03%"
"11/09/2020","9.1520","9.1254","9.1643","9.0998","86.30K","0.48%"
"11/06/2020","9.1083","9.1469","9.1660","9.1024","39.24K","-0.38%"
"11/05/2020","9.1428","9.2006","9.2076","9.1264","79.78K","-0.57%"
"11/04/2020","9.1951","9.2012","9.2572","9.1645","79.47K","0.01%"
"11/03/2020","9.1945","9.2408","9.2484","9.1797","92.94K","-0.40%"
"11/02/2020","9.2312","9.2339","9.2535","9.2175","99.67K","0.05%"
"10/30/2020","9.2269","9.2199","9.2422","9.2011","33.26K","0.08%"
"10/29/2020","9.2191","9.1847","9.2376","9.1702","46.74K","0.40%"
"10/28/2020","9.1824","9.1617","9.2078","9.1535","99.17K","0.25%"
"10/27/2020","9.1592","9.1658","9.1778","9.1324","76.19K","0.00%"
"10/26/2020","9.1591","9.1589","9.1811","9.1407","28.58K","0.12%"
"10/23/2020","9.1480","9.1690","9.1947","9.1434","85.55K","-0.15%"
"10/22/2020","9.1621","9.1537","9.1830","9.1333","42.99K","0.13%"
"10/21/2020","9.1500","9.1537","9.1672","9.1240","82.50K","0.03%"
"10/20/2020","9.1470","9.1852","9.1948","9.1403","105.11K","-0.38%"
"10/19/2020","9.1815","9.2062","9.2224","9.1643","61.73K","-0.24%"
"10/16/2020","9.2035","9.2200","9.2323","9.1905","106.00K","-0.15%"
"10/15/2020","9.2175","9.2064","9.2337","9.1902","118.81K","0.19%"
"10/14/2020","9.1997","9.2205","9.2376","9.1872","93.66K","-0.20%"
"10/13/2020","9.2180","9.1812","9.2381","9.1756","85.50K","0.30%"
"10/12/2020","9.1901","9.1950","9.2109","9.1764","72.26K","-0.01%"
"10/09/2020","9.1912","9.2445","9.2544","9.1863","67.81K","-0.60%"
"10/08/2020","9.2470","9.2598","9.2634","9.2245","80.27K","-0.06%"
"10/07/2020","9.2530","9.2701","9.2791","9.2425","71.37K","-0.16%"
"10/06/2020","9.2677","9.2499","9.2756","9.2273","105.20K","0.23%"
"10/05/2020","9.2466","9.2652","9.2676","9.2318","49.30K","-0.14%"
"10/02/2020","9.2597","9.2450","9.2838","9.2313","79.77K","0.21%"
"10/01/2020","9.2401","9.2434","9.2627","9.2205","102.05K","0.00%"
"09/30/2020","9.2397","9.2456","9.2677","9.2246","66.48K","0.01%"
"09/29/2020","9.2386","9.2796","9.2887","9.2332","69.61K","-0.41%"
"09/28/2020","9.2771","9.2903","9.3049","9.2691","37.28K","-0.15%"
"09/25/2020","9.2909","9.2655","9.3081","9.2558","125.91K","0.26%"
"09/24/2020","9.2671","9.2782","9.2951","9.2563","88.55K","-0.09%"
"09/23/2020","9.2757","9.2584","9.2880","9.2459","105.30K","0.26%"
"09/22/2020","9.2516","9.2432","9.2788","9.2249","89.79K","0.10%"
"09/21/2020","9.2419","9.2254","9.2780","9.2060","76.62K","0.10%"
"09/18/2020","9.2331","9.2255","9.2579","9.2087","83.88K","0.14%"
"09/17/2020","9.2206","9.2423","9.2844","9.2128","88.76K","-0.17%"
"09/16/2020","9.2359","9.2281","9.2594","9.1992","87.76K","0.16%"
"09/15/2020","9.2210","9.1715","9.2386","9.1496","81.13K","0.56%"
"09/14/2020","9.1700","9.1726","9.1847","9.1534","76.25K","0.01%"
"09/11/2020","9.1695","9.1802","9.1902","9.1586","45.80K","-0.09%"
"09/10/2020","9.1782","9.1823","9.1910","9.1255","46.42K","-0.04%"
"09/09/2020","9.1820","9.2013","9.2160","9.1657","47.28K","-0.19%"
"09/08/2020","9.1992","9.1790","9.2106","9.1629","41.48K","0.24%"
"09/07/2020","9.1770","9.1914","9.1985","9.1629","28.14K","-0.06%"
"09/04/2020","9.1827","9.1854","9.2172","9.1657","84.82K","0.04%"
"09/03/2020","9.1787","9.1797","9.2170","9.1668","85.96K","0.02%"
"09/02/2020","9.1771","9.1489","9.2048","9.1258","90.24K","0.34%"
"09/01/2020","9.1456","9.1383","9.1586","9.0918","93.35K","0.12%"
"08/31/2020","9.1347","9.1573","9.1734","9.1148","58.36K","-0.23%"
"08/28/2020","9.1559","9.2074","9.2205","9.1289","77.01K","-0.57%"
"08/27/2020","9.2088","9.1976","9.2457","9.1700","104.98K","0.19%"
"08/26/2020","9.1910","9.2050","9.2416","9.1912","76.00K","-0.13%"
"08/25/2020","9.2030","9.2405","9.2472","9.1922","91.27K","-0.37%"
"08/24/2020","9.2370","9.1920","9.2472","9.1840","60.80K","0.65%"
"08/21/2020","9.1770","9.2102","9.2183","9.1840","5.28K","-0.29%"
"08/20/2020","9.2037","9.2098","9.2270","9.1860","15.32K","0.24%"
"08/19/2020","9.1814","9.1678","9.2087","9.1516","41.51K","0.22%"
"08/18/2020","9.1613","9.1895","9.1962","9.1485","57.67K","-0.23%"
"08/17/2020","9.1827","9.2121","9.2346","9.1751","44.76K","-0.41%"
"08/14/2020","9.2203","9.2341","9.2561","9.2144","35.82K","-0.08%"
"08/13/2020","9.2276","9.2502","9.2545","9.2080","40.42K","-0.15%"
"08/12/2020","9.2418","9.2707","9.2920","9.2323","68.51K","-0.29%"
"08/11/2020","9.2685","9.2773","9.2868","9.2347","70.63K","-0.01%"
"08/10/2020","9.2690","9.2726","9.2933","9.2425","63.20K","0.02%"
"08/07/2020","9.2670","9.2203","9.2987","9.2042","60.49K","0.58%"
"08/06/2020","9.2133","9.2558","9.2704","9.2045","54.40K","-0.39%"
"08/05/2020","9.2491","9.3091","9.3228","9.2285","72.58K","-0.66%"
"08/04/2020","9.3109","9.3414","9.3576","9.3073","60.88K","-0.29%"
"08/03/2020","9.3384","9.3324","9.3814","9.3260","39.95K","0.04%"
"07/31/2020","9.3350","9.3079","9.3459","9.2708","35.18K","0.41%"
"07/30/2020","9.2969","9.3339","9.3670","9.2971","37.45K","-0.32%"
"07/29/2020","9.3269","9.3813","9.3836","9.3191","60.52K","-0.51%"
"07/28/2020","9.3743","9.3635","9.3892","9.3445","65.49K","0.19%"
"07/27/2020","9.3564","9.4003","9.4019","9.3420","44.64K","-0.46%"
"07/24/2020","9.3998","9.4388","9.4480","9.4016","73.36K","-0.39%"
"07/23/2020","9.4365","9.4525","9.4730","9.4200","68.76K","-0.13%"
"07/22/2020","9.4490","9.4748","9.4894","9.4333","66.23K","-0.24%"
"07/21/2020","9.4716","9.5688","9.5873","9.4642","59.51K","-0.99%"
"07/20/2020","9.5660","9.5829","9.5962","9.5439","55.51K","-0.09%"
"07/17/2020","9.5744","9.6056","9.6145","9.5637","63.53K","-0.30%"
"07/16/2020","9.6031","9.5910","9.6180","9.5689","73.00K","0.15%"
"07/15/2020","9.5883","9.5840","9.6021","9.5574","70.42K","0.07%"
"07/14/2020","9.5815","9.6119","9.6269","9.5739","80.75K","-0.29%"
"07/13/2020","9.6094","9.6411","9.6468","9.5919","61.88K","-0.26%"
"07/10/2020","9.6341","9.6495","9.6686","9.6241","57.73K","-0.07%"
"07/09/2020","9.6410","9.6251","9.6559","9.6002","58.70K","0.20%"
"07/08/2020","9.6222","9.6580","9.6685","9.6106","70.97K","-0.34%"
"07/07/2020","9.6547","9.6457","9.6764","9.6298","71.01K","0.19%"
"07/06/2020","9.6364","9.6880","9.6929","9.6212","43.72K","-0.50%"
"07/03/2020","9.6852","9.7035","9.7170","9.6783","66.08K","-0.09%"
"07/02/2020","9.6935","9.6976","9.7182","9.6668","76.90K","-0.02%"
"07/01/2020","9.6951","9.7061","9.7357","9.6814","72.23K","-0.08%"
"06/30/2020","9.7028","9.7088","9.7364","9.6877","64.24K","0.01%"
"06/29/2020","9.7018","9.7070","9.7233","9.6770","37.94K","-0.12%"
"06/26/2020","9.7132","9.6942","9.7344","9.6817","60.09K","0.22%"
"06/25/2020","9.6914","9.6599","9.7149","9.6458","57.70K","0.35%"
"06/24/2020","9.6574","9.6205","9.6671","9.5987","60.54K","0.46%"
"06/23/2020","9.6130","9.6358","9.6531","9.5880","49.61K","-0.21%"
"06/22/2020","9.6329","9.6810","9.6881","9.6273","36.34K","-0.53%"
"06/19/2020","9.6846","9.6921","9.7008","9.6378","63.18K","-0.05%"
"06/18/2020","9.6894","9.6703","9.7053","9.6572","58.13K","0.30%"
"06/17/2020","9.6602","9.6644","9.6965","9.6411","60.78K","-0.02%"
"06/16/2020","9.6619","9.6405","9.6888","9.6153","61.47K","0.28%"
"06/15/2020","9.6347","9.6764","9.6894","9.6305","38.45K","-0.36%"
"06/12/2020","9.6696","9.6536","9.6980","9.6234","55.34K","0.24%"
"06/11/2020","9.6468","9.6315","9.6638","9.5907","58.08K","0.15%"
"06/10/2020","9.6321","9.6534","9.6619","9.6074","60.75K","-0.09%"
"06/09/2020","9.6410","9.6769","9.7094","9.6377","61.52K","-0.34%"
"06/08/2020","9.6740","9.6805","9.6971","9.6581","50.73K","-0.02%"
"06/05/2020","9.6759","9.6501","9.6915","9.6225","62.93K","0.29%"
"06/04/2020","9.6476","9.7017","9.7325","9.6348","61.79K","-0.53%"
"06/03/2020","9.6992","9.7183","9.7375","9.6791","60.36K","-0.17%"
"06/02/2020","9.7158","9.7753","9.7858","9.6950","62.22K","-0.53%"
"06/01/2020","9.7674","9.7922","9.7963","9.7495","38.66K","-0.18%"
"05/29/2020","9.7852","9.8101","9.8202","9.7656","64.02K","-0.22%"
"05/28/2020","9.8064","9.8525","9.8628","9.7978","58.12K","-0.36%"
"05/27/2020","9.8423","9.8630","9.8945","9.8312","50.68K","-0.18%"
"05/26/2020","9.8596","9.8676","9.8855","9.8459","30.75K","0.06%"
"05/25/2020","9.8538","9.8831","9.8844","9.8577","0.24K","-0.25%"
"05/22/2020","9.8785","9.8371","9.9100","9.8184","40.90K","0.49%"
"05/21/2020","9.8301","9.8020","9.8472","9.7853","45.33K","0.33%"
"05/20/2020","9.7979","9.8359","9.8496","9.7859","45.82K","-0.33%"
"05/19/2020","9.8300","9.8256","9.8500","9.7784","39.01K","0.01%"
"05/18/2020","9.8293","9.8816","9.9076","9.8129","25.88K","-0.56%"
"05/15/2020","9.8843","9.8620","9.9019","9.8394","31.79K","0.29%"
"05/14/2020","9.8557","9.8490","9.8840","9.8326","30.20K","0.09%"
"05/13/2020","9.8465","9.8285","9.8632","9.8081","37.12K","0.26%"
"05/12/2020","9.8210","9.8587","9.8755","9.8086","44.01K","-0.31%"
"05/11/2020","9.8517","9.8243","9.8659","9.8183","25.69K","0.20%"
"05/08/2020","9.8323","9.8643","9.8777","9.8115","43.55K","-0.26%"
"05/07/2020","9.8583","9.9079","9.9289","9.8547","39.62K","-0.42%"
"05/06/2020","9.9001","9.9141","9.9396","9.8850","43.48K","-0.02%"
"05/05/2020","9.9020","9.8768","9.9325","9.8621","41.91K","0.32%"
"05/04/2020","9.8705","9.8463","9.8953","9.8317","24.97K","0.33%"
"05/01/2020","9.8379","9.8533","9.8722","9.8154","30.81K","-0.17%"
"04/30/2020","9.8550","9.9211","9.9304","9.8419","41.28K","-0.56%"
"04/29/2020","9.9108","9.9442","9.9488","9.8894","44.79K","-0.27%"
"04/28/2020","9.9372","9.9629","9.9740","9.8991","41.21K","-0.19%"
"04/27/2020","9.9559","9.9646","9.9728","9.9396","31.21K","-0.02%"
"04/24/2020","9.9576","9.9928","10.0146","9.9600","39.77K","-0.31%"
"04/23/2020","9.9886","9.9436","10.0380","9.9296","33.00K","0.53%"
"04/22/2020","9.9362","10.0131","10.0177","9.9073","39.18K","-0.71%"
"04/21/2020","10.0076","10.0031","10.0362","9.9913","48.98K","0.11%"
"04/20/2020","9.9964","10.1942","10.2037","9.9838","26.68K","-1.97%"
"04/17/2020","10.1971","10.2405","10.2823","10.1665","35.61K","-0.37%"
"04/16/2020","10.2350","10.2135","10.2560","10.2013","41.73K","0.28%"
"04/15/2020","10.2061","10.1895","10.2553","10.1709","40.88K","0.23%"
"04/14/2020","10.1822","10.2385","10.2443","10.1734","42.90K","-0.48%"
"04/13/2020","10.2310","10.2283","10.2500","10.1986","25.55K","0.19%"
"04/10/2020","10.2117","10.2233","10.2338","10.2041","35.59K","-0.04%"
"04/09/2020","10.2162","10.2715","10.2828","10.2059","47.85K","-0.47%"
"04/08/2020","10.2646","10.2490","10.2887","10.2086","44.12K","0.18%"
"04/07/2020","10.2465","10.3020","10.3132","10.2190","43.94K","-0.50%"
"04/06/2020","10.2985","10.2624","10.3247","10.2548","22.90K","0.37%"
"04/03/2020","10.2603","10.2695","10.3243","10.2506","39.52K","-0.02%"
"04/02/2020","10.2627","10.2165","10.3001","10.2001","42.44K","0.52%"
"04/01/2020","10.2092","10.0994","10.2397","10.0908","37.45K","1.17%"
"03/31/2020","10.0912","10.0408","10.1615","10.0336","32.16K","0.46%"
"03/30/2020","10.0452","9.8583","10.0938","9.8529","27.36K","1.80%"
"03/27/2020","9.8675","9.8347","9.9632","9.8011","46.56K","0.40%"
"03/26/2020","9.8277","9.8310","9.8913","9.7977","44.69K","0.06%"
"03/25/2020","9.8215","9.8545","9.8878","9.8150","35.94K","-0.23%"
"03/24/2020","9.8438","9.8404","9.8771","9.7610","47.34K","0.10%"
"03/23/2020","9.8336","9.8224","9.8801","9.7815","29.24K","0.18%"
"03/20/2020","9.8163","9.8283","9.8685","9.7522","56.80K","-0.10%"
"03/19/2020","9.8258","9.6937","9.8625","9.6585","71.13K","1.39%"
"03/18/2020","9.6912","9.6483","9.7624","9.6179","68.51K","0.46%"
"03/17/2020","9.6466","9.5545","9.6770","9.5367","64.06K","1.04%"
"03/16/2020","9.5475","9.5842","9.6014","9.5202","40.24K","-0.42%"
"03/13/2020","9.5880","9.5477","9.6240","9.5253","111.23K","0.43%"
"03/12/2020","9.5470","9.5045","9.6236","9.4720","115.13K","0.47%"
"03/11/2020","9.5020","9.4745","9.5162","9.4534","97.02K","0.32%"
"03/10/2020","9.4720","9.4135","9.5065","9.4058","99.69K","0.65%"
"03/09/2020","9.4105","9.4962","9.5024","9.3944","68.70K","-0.87%"
"03/06/2020","9.4935","9.5425","9.5468","9.4594","62.93K","-0.49%"
"03/05/2020","9.5400","9.5590","9.5680","9.5044","71.66K","-0.18%"
"03/04/2020","9.5569","9.5342","9.5831","9.5226","95.92K","0.26%"
"03/03/2020","9.5317","9.5509","9.5788","9.5096","101.46K","-0.22%"
"03/02/2020","9.5530","9.5940","9.6045","9.5219","68.81K","-0.36%"
"02/28/2020","9.5872","9.6115","9.6444","9.5817","85.60K","-0.23%"
"02/27/2020","9.6097","9.6745","9.6888","9.6082","100.64K","-0.64%"
"02/26/2020","9.6720","9.6832","9.7010","9.6602","92.62K","-0.09%"
"02/25/2020","9.6810","9.7057","9.7157","9.6782","92.99K","-0.22%"
"02/24/2020","9.7026","9.7142","9.7328","9.6951","62.22K","-0.05%"
"02/21/2020","9.7076","9.7464","9.7486","9.6981","69.10K","-0.34%"
"02/20/2020","9.7407","9.7318","9.7515","9.7227","90.62K","0.13%"
"02/19/2020","9.7284","9.7404","9.7495","9.7241","99.90K","-0.10%"
"02/18/2020","9.7380","9.7230","9.7503","9.7148","94.01K","0.18%"
"02/17/2020","9.7202","9.7194","9.7331","9.7054","64.69K","0.01%"
"02/14/2020","9.7196","9.7244","9.7312","9.7056","55.05K","0.02%"
"02/13/2020","9.7175","9.6977","9.7285","9.6911","46.42K","0.16%"
"02/12/2020","9.7020","9.6821","9.7128","9.6712","46.43K","0.23%"
"02/11/2020","9.6796","9.6838","9.6992","9.6709","67.93K","-0.07%"
"02/10/2020","9.6861","9.6680","9.6947","9.6557","44.98K","0.19%"
"02/07/2020","9.6674","9.6525","9.6773","9.6462","71.67K","0.18%"
"02/06/2020","9.6505","9.6433","9.6663","9.6316","78.92K","0.12%"
"02/05/2020","9.6392","9.6189","9.6506","9.6117","65.48K","0.24%"
"02/04/2020","9.6165","9.6105","9.6296","9.6062","70.51K","0.09%"
"02/03/2020","9.6080","9.5999","9.6268","9.5912","49.62K","0.18%"
"01/31/2020","9.5911","9.6304","9.6403","9.5892","53.60K","-0.35%"
"01/30/2020","9.6250","9.6455","9.6494","9.6222","64.30K","-0.07%"
"01/29/2020","9.6314","9.6535","9.6685","9.6292","45.10K","-0.16%"
"01/28/2020","9.6470","9.6445","9.6667","9.6342","54.82K","0.05%"
"01/27/2020","9.6420","9.6384","9.6564","9.6310","46.48K","-0.01%"
"01/24/2020","9.6427","9.6305","9.6534","9.6229","69.70K","0.15%"
"01/23/2020","9.6280","9.6071","9.6453","9.6024","73.90K","0.22%"
"01/22/2020","9.6070","9.6118","9.6260","9.6031","58.14K","-0.03%"
"01/21/2020","9.6101","9.6099","9.6178","9.5888","46.31K","0.15%"
"01/20/2020","9.5956","9.6051","9.6244","9.5960","31.42K","-0.20%"
"01/17/2020","9.6150","9.5936","9.6236","9.5802","67.22K","0.29%"
"01/16/2020","9.5871","9.5756","9.6005","9.5618","78.15K","0.24%"
"01/15/2020","9.5645","9.5782","9.5931","9.5615","82.14K","-0.17%"
"01/14/2020","9.5810","9.5751","9.6008","9.5655","74.93K","0.08%"
"01/13/2020","9.5738","9.5865","9.5969","9.5667","70.64K","-0.11%"
"01/10/2020","9.5848","9.6065","9.6141","9.5773","64.63K","-0.21%"
"01/09/2020","9.6045","9.6125","9.6218","9.5963","75.76K","-0.05%"
"01/08/2020","9.6092","9.5925","9.6200","9.5761","80.40K","0.21%"
"01/07/2020","9.5891","9.5681","9.6069","9.5625","75.34K","0.25%"
"01/06/2020","9.5656","9.6035","9.6125","9.5626","53.83K","-0.33%"
"01/03/2020","9.5971","9.5995","9.6312","9.5882","73.83K","0.00%"
"01/02/2020","9.5970","9.5706","9.6106","9.5540","66.46K","0.44%"
"01/01/2020","9.5545","9.5714","9.5746","9.5553","5.82K","-0.10%"
